,tweet,class,clean_tweet,target
23166,Yesterday was an all around good day. Great day. Saw a lot of people i havent seen in a while and got high as giraffe pussy #Easter420,1,yesterday around good day great day saw lot people havent seen got high giraffe pussy easter420,Offensive
23167,"Yesterday, I saw a red hair do, with streaks of orange and yellow in it. Combed up like Woody Wood Pecker. And... http://t.co/o3hiKa2Fin",2,yesterday saw red hair streak orange yellow combed like woody wood pecker,Neither
23168,"Yet you won't tag @AnthonyCumia 
What a pussy.
""@Gus_802: Cripes, what a loser. https://t.co/a3gpdURamA""",1,yet tag pussy 802 cripes loser,Offensive
23169,Yo @KayciMalynn I miss you. Ya cunt.,1,yo miss ya cunt,Offensive
23170,Yo @espn u let that peckerwood skip get away with anything.. Fuck u @espn,1,yo let peckerwood skip get away anything fuck,Offensive
23171,Yo I'm not a bitch but don't take my order right and I will fucking become one.,1,yo bitch take order right fucking become one,Offensive
23172,Yo bitch I had fun with that,1,yo bitch fun,Offensive
23173,Yo bitch LOOKIN like she wana fuck summn,1,yo bitch lookin like wana fuck summn,Offensive
23174,Yo bitch a freak fucked ha to sleep and dat was the last time I was slept on. . .Shit I woke ha up nd fucked ha again so she aint sleep long,1,yo bitch freak fucked ha sleep dat last time slept shit woke ha nd fucked ha aint sleep long,Offensive
23175,"Yo bitch all over me, I ain't make no commitment",1,yo bitch make commitment,Offensive
23176,Yo bitch ass needs to boss the fuck up.,0,yo bitch as need bos fuck,Hate
23177,Yo bitch choosin just let her http://t.co/zg6X4gDyRZ,1,yo bitch choosin let,Offensive
23178,Yo bitch choosin just letr,1,yo bitch choosin letr,Offensive
23179,Yo bitch choosin' just let her,1,yo bitch choosin let,Offensive
23180,Yo bitch choosinh just Let''R,1,yo bitch choosinh let,Offensive
23181,Yo bitch gaggin she jet laggin,1,yo bitch gaggin jet laggin,Offensive
23182,Yo bitch go wild more miles on her pussy then my car do,1,yo bitch go wild mile pussy car,Offensive
23183,Yo bitch know wat im talkin bout,1,yo bitch know wat im talkin bout,Offensive
23184,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range,1,yo bitch like get cute go movie mane bitch like get fine go gun range,Offensive
23185,Yo bitch on my dick she come to my crib she get passed around no love,0,yo bitch dick come crib get passed around love,Hate
23186,Yo bitch she boof she got that throwbac pussy !,1,yo bitch boof got throwbac pussy,Offensive
23187,Yo bitch wanna fuck the squad,1,yo bitch wanna fuck squad,Offensive
23188,Yo bitch wanna fuck the squad!!&#128526;,1,yo bitch wanna fuck squad 128526,Offensive
23189,Yo can you guys stop being little bitches just know everything happens for a reason of your meant to be you will be &#128079;,1,yo guy stop little bitch know everything happens reason meant 128079,Offensive
23190,"Yo daddy is a bitch, you jus a son of that boyyy....",1,yo daddy bitch jus son boyyy,Offensive
23191,Yo fuck firestone for that commercial givin bitches ideas to run over guy's video games. I'd cut a bitch over that.,1,yo fuck firestone commercial givin bitch idea run guy video game cut bitch,Offensive
23192,Yo fuck the pats they are still bitches,1,yo fuck pat still bitch,Offensive
23193,Yo hoe is like a tick so she hunting for a blood,1,yo hoe like tick hunting blood,Offensive
23194,"Yo homegirl fat and got a mustache, no need to ""yass bitch &#128525;&#128525;"" that",1,yo homegirl fat got mustache need yass bitch 128525 128525,Offensive
23195,Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life,2,yo get like 25 flappy bird need self evaluation probably life,Neither
23196,Yo main bitch that's my side hoe !,1,yo main bitch side hoe,Offensive
23197,Yo own homegirls sayin you a bum bitch #Ooooostopflexingforigandtwitter,1,yo homegirl sayin bum bitch ooooostopflexingforigandtwitter,Offensive
23198,Yo pussy ain't shit unless you had some @MagicJohnson in it,1,yo pussy shit unless,Offensive
23199,Yo pussy ain't shit unless you had some jake from state farm in it,1,yo pussy shit unless jake state farm,Offensive
23200,Yo pussy been through it for the 9 scrapehouse visits. .,1,yo pussy 9 scrapehouse visit,Offensive
23201,Yo pussy overrated,1,yo pussy overrated,Offensive
23202,Yo that nigga at #USC was lying &#128514;&#128514;&#128514;&#128514;&#128514; had y'all bitches calling him ya MCM and all how do u feel....ok back to you Bob,1,yo nigga usc lying 128514 128514 128514 128514 128514 bitch calling ya mcm feel ok back bob,Offensive
23203,Yo that teacher in Baltimore wasn't bullshitin with that bitch lmao,1,yo teacher baltimore bullshitin bitch lmao,Offensive
23204,Yo this niggah catch every tweet lls oh my goodness,1,yo niggah catch every tweet lls oh goodness,Offensive
23205,Yo. ... this bitch in Macy's tried to run out the store with a gaggle of clothes and got caught,1,yo bitch macy tried run store gaggle clothes got caught,Offensive
23206,Yoga has been around for ages and these bitches just now figuring it out,1,yoga around age bitch figuring,Offensive
23207,Yoh brownie had me fukd up high last night,1,yoh brownie fukd high last night,Offensive
23208,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost @iDOWNTOWN",0,yost portsmouth biggest white trash county nation yostknowsmost,Hate
23209,"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;",0,football nigga kiss isi wifebeater faggot see shout radical islamnation yo,Hate
23210,You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.,2,need iphone use stupid watch apple grabbing people ankle shaking money rube pocket,Neither
23211,You a basic ass bitch #realtalk,1,basic as bitch realtalk,Offensive
23212,You a bitch,1,bitch,Offensive
23213,You a dike cause yo man a pussy.,1,dike cause yo man pussy,Offensive
23214,You a faggot if you bring a jacket to work and keep it at ya desk b/c the office is cold.,1,faggot bring jacket work keep ya desk b c office cold,Offensive
23215,You a hoe and errbody know,1,hoe errbody know,Offensive
23216,You a hoe for not having deals on fried chicken @groupon,1,hoe deal fried chicken,Offensive
23217,You a hoe if u eat candy corn,1,hoe eat candy corn,Offensive
23218,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.,0,hoe cry yo as pregnant smile riding dick bitch,Hate
23219,"You a hoe if you ever ""fstow"" after midnight",1,hoe ever fstow midnight,Offensive
23220,You a hoe if you like gettin drunk,1,hoe like gettin drunk,Offensive
23221,You a hoe if you take a taxi to the club,1,hoe take taxi club,Offensive
23222,You a hoe.,1,hoe,Offensive
23223,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er,0,lame as nigga still cuffin hoe bitch got bitch er,Hate
23224,You a pussy dawg @Pipe_Tyson,1,pussy dawg tyson,Offensive
23225,You a pussy hoe until you give me pussy hoe,1,pussy hoe give pussy hoe,Offensive
23226,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on,0,real life faggot ever fight another man fucked girl gotta take l like man move,Hate
23227,You a shoulda coulda woulda ass niggah Ima wish a niggah would ona hood ass niggah,1,shoulda coulda woulda as niggah ima wish niggah would ona hood as niggah,Offensive
23228,You a stupid hoe,1,stupid hoe,Offensive
23229,You a world class hoe,1,world class hoe,Offensive
23230,"You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??",1,got job diploma money bitch parent give money weed yet need act like adult,Offensive
23231,You ain't my bitch so lil bitch why you bitchin,1,bitch lil bitch bitchin,Offensive
23232,You ain't my bitch so lil bitch why you bitchin?,1,bitch lil bitch bitchin,Offensive
23233,You ain't my main bitch so why the FUCC do you care !!!???,1,main bitch fucc care,Offensive
23234,You ain't nothin but a piece of cheese with out the corners in other words you ain't never gone be a slice bitch &#128514;&#128514;&#128514;,1,nothin piece cheese corner word never gone slice bitch 128514 128514 128514,Offensive
23235,You ain't squad lil bitch,1,squad lil bitch,Offensive
23236,You ain't trynna fuc ? Get ya shoes hoe,1,trynna fuc get ya shoe hoe,Offensive
23237,"You all are retarded if you really Kendrick was trying to diss all those rappers, don't think just cuz names were said he was coming at them",2,retarded really kendrick trying dis rapper think cuz name said coming,Neither
23238,"You always buy me colored goldfish when my stash is low, and you are a constant inspiration to me and&#8230; http://t.co/nCPd8uSljf",2,always buy colored goldfish stash low constant inspiration 8230,Neither
23239,You always find something to bitch about.,1,always find something bitch,Offensive
23240,You always see some shit on Old York Rd on the late night I done seen like 4 tranny and a midget,1,always see shit old york rd late night done seen like 4 tranny midget,Offensive
23241,You and that BBW shit can get TF off this planet. Take these stud hoes with you too.,1,bbw shit get tf planet take stud hoe,Offensive
23242,You and yuh bitch ass ull get smacked quick,1,yuh bitch as ull get smacked quick,Offensive
23243,"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf.",1,boy dont say clutch fag as bitch shit lingo tf,Offensive
23244,You are a bitch.,1,bitch,Offensive
23245,You are a bitch. #CallEmLikeISeeEm,1,bitch callemlikeiseeem,Offensive
23246,You are a jiggaboo...!,0,jiggaboo,Hate
23247,You are beyond retarded,1,beyond retarded,Offensive
23248,You are so fake &amp; I'm going to put you on blast bitch.,1,fake going put blast bitch,Offensive
23249,You arguin bout a bitch and she a god damn slutttt,1,arguin bout bitch god damn slutttt,Offensive
23250,You ask me about 2014? I'mma make dat bitch my bitch!!,1,ask 2014 mma make dat bitch bitch,Offensive
23251,You at the club EVERY week bitch get a life,1,club every week bitch get life,Offensive
23252,You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;,1,side hoe 128514 128514 128514 128128 128128 128074,Offensive
23253,You better pray to god I don't like yo bitch cause we might catch eyes and she might get hit,1,better pray god like yo bitch cause might catch eye might get hit,Offensive
23254,You better watch your hoe she fuckin everybody,1,better watch hoe fuckin everybody,Offensive
23255,You better work bitch,1,better work bitch,Offensive
23256,You bitch hole you never text me back.... Can you guess who this is... &#8212; Haha i never text anyone back my bad http://t.co/f4CsTdQGEc,1,bitch hole never text back guess 8212 haha never text anyone back bad,Offensive
23257,You bitch like to text emojis,1,bitch like text emojis,Offensive
23258,You bitches all got that one friend who wear the same fit to every other function and it don't even be that clean&#128514;,1,bitch got one friend wear fit every function even clean 128514,Offensive
23259,You bitches are crazy,1,bitch crazy,Offensive
23260,You bitches can't relate to me. So stop.,1,bitch relate stop,Offensive
23261,You bitches got me all the way fucked up idc how many pineapples y'all eat your pussy still gon taste the same so give that shit up please,1,bitch got way fucked idc many pineapple eat pussy still gon taste give shit please,Offensive
23262,You bitches make me sick,1,bitch make sick,Offensive
23263,You bitches that entertain all the attention you get from these niggas are the worst kind of hoes there is,1,bitch entertain attention get nigga worst kind hoe,Offensive
23264,You bitches wearing leggings everyday are sick. I know y'all wore the same pair 3 days in a row you can't fool me,1,bitch wearing legging everyday sick know wore pair 3 day row fool,Offensive
23265,You bitter bitches need a life..!,1,bitter bitch need life,Offensive
23266,"You boil my blood, just how spoilt and how much ae an arrogant bitch you are. If u try to show off I'll flip nd most likely go nuts #ohwell",1,boil blood spoilt much ae arrogant bitch try show flip nd likely go nut ohwell,Offensive
23267,You can ask if I fucked a bitch but can't ask how my Father's Day was?!! ... These hoes be outta line!,1,ask fucked bitch ask father day hoe outta line,Offensive
23268,You can be a hoe in love,1,hoe love,Offensive
23269,You can buy a bitch erything in the world I bet she still find something to complain about,1,buy bitch erything world bet still find something complain,Offensive
23270,You can buy bitches/ho's etc tho,1,buy bitch ho etc tho,Offensive
23271,You can buy my fucking life and you've never even broken a sweat stop crying bitch @KylieJenner http://t.co/cipWztVnUo,1,buy fucking life never even broken sweat stop cry bitch,Offensive
23272,"You can call me a bitch, OK! But a the thief get out of here. Smdh",1,call bitch ok thief get smdh,Offensive
23273,You can expect me to be a total bitch towards you now yet again.,1,expect total bitch towards yet,Offensive
23274,"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys.",2,say word negro attached word league totally cool guy,Neither
23275,"You can say I'm just a fool, that stands for nothing. Well, to that, I say you're a cunt http://t.co/UA5gs1jaLF",1,say fool stand nothing well say cunt,Offensive
23276,You can't be mad when people call you a hoe if you out here acting like one,1,mad people call hoe acting like one,Offensive
23277,You can't blame me for the bitches I attract.. Y'all say ima asshole when I talk about hoes... but that's kinda what I be having.,1,blame bitch attract say ima asshole talk hoe kinda,Offensive
